Final_Name,Alt_Name,Inst_final,z,z_src,CIV_blue_tvm,CIV_EW_tvm,_RA,_DE,Sul_Name,SDSS_NAME,PLATE,MJD,FIBERID,F1450_spec (erg/s/cm2/A),S2N_1450A,CIVgood_manmask,F1550_sul07,c1_2_sul07,log M_BH,+err(log M_BH),-err(log M_BH),MBH_source,MBH_source_qual,logEddRatio,EddRatio_Source,EddRatio_Source_qual,LBol,LBol Source,LBol_Source_qual,logLEdd,logLEdd_Source,logLEdd_Source_qual,F2500 (ergs/s/cm2/A),F2500_change,logLbol_2500 (erg/s),logLedd (erg/s),logEddRatio_2500,CIV_Distance,Spec_Name
1H 0707-495,2MASS J07084147-4933063,STIS,0.0408,Sul,1437.4822521104,6.09512166756493,107.17305,-49.5518416666667,J07086-4933,,,,,1.22497378701229E-14,14.0528654479502,1,2.69,-2032.0,6.3,,,Done&Jin2016,2.0,,,,,,,,,,6.78522077892009E-15,6.78522077892009E-15,44.2958997691673,44.4003705451176,-0.104470775950311,0.896653472753373,J07086-4933
1H 1613-097,2MASS J16151905-0936132,HSLA,0.06496,https://arxiv.org/pdf/2108.11958.pdf,59.3812117613829,68.5700311605491,243.829,-9.60369,,,,,,3.81260826126406E-15,25.3718124491728,1,,,6.94,,,https://doi.org/10.1051/0004-6361/201832678,2.0,0.252853031,https://doi.org/10.1051/0004-6361/201832678,2.0,,,,,,,2.59139083233192E-15,2.59139083233192E-15,44.2968811276642,45.0403705451176,-0.743489417453333,0.395527351812605,1H1613-097
2E 1013,PKS 0420-01,FOS,0.915,Sul,-78.7812685546023,58.892012636094,65.8158363888889,-1.34251805555556,J04232-0120,,,,,3.78851677984876E-16,17.908756231956,1,0.48,181.0,9.03,,,Woo&Urry2002,2.0,,,,,,,,,,2.51515369171738E-16,2.51515369171738E-16,45.8772649369908,47.1303705451176,-1.25310560812672,0.432296828083621,J04232-0120
2E 1135,PKS 0439-43,FOS,0.5938,Sul,335.512559052064,68.3754727143702,70.3221666666667,-43.2292777777778,J04412-4313,,,,,2.30191019560749E-15,9.40488692402819,1,0.83,-7.0,8.08,,,Kelly&Bechtold2007,2.0,,,,,,,,,,1.22959376850609E-15,1.22959376850609E-15,46.1033346757799,46.1803705451176,-0.0770358693377062,0.396814596394335,J04412-4313
2E 1644,IRAS L06229-6434,HSLA,0.129,https://arxiv.org/pdf/1710.10703.pdf,-493.636574850928,80.7748767540228,95.782,-64.6058,,,,,,8.0070886221097E-15,36.5997695516011,0,,,7.8,,,BASS-DR2 (Koss+2022),2.0,-0.44,BASS-DR2 (Koss+2022),,45.54,BASS-DR2 (Koss+2022),,,,,5.85858384921094E-15,5.85858384921094E-15,45.271567994887,45.9003705451176,-0.628802550230532,0.352018484950131,IRAS-L06229-6434
2E 2889,PKS 1252+11,FOS,0.8737,Sul,1162.37705552831,12.281425515905,193.659401666667,11.6849622222222,J12546+1141,125438.25+114105.8,1695.0,53473.0,217.0,1.67517688611005E-15,14.1825337217186,1,1.17,-1567.0,8.92,0.02,0.02,Rakshit+2020 (MgII),2.5,,,,,,,,,,9.20181994170859E-16,9.20181994170859E-16,46.3843516482215,47.0203705451176,-0.636018896896069,0.801316168721351,J12546+1141
2E 3345,PKS 1451-37,FOS,0.314,Sul,-701.286883341517,139.46322164776,223.614207222222,-37.7925402777778,J14544-3747,,,,,1.71349364290464E-15,6.94688233505123,1,0.59,777.0,8.82,,,Woo&Urry2002,2.0,,,,,,,,,,1.08311535133169E-15,1.08311535133169E-15,45.4008874412318,46.9203705451176,-1.51948310388578,0.210292856501706,J14544-3747
2E 4226,ESO 141-55,HSLA,0.037109,NED,128.443090585211,56.7826568644483,290.309,-58.6703,,,,,,7.23250030136542E-14,66.8725408641116,1,,,7.99,,,BASS-DR2 (Koss+2022),2.0,-1.09,BASS-DR2 (Koss+2022),,45.08,BASS-DR2 (Koss+2022),,45.14,Koss+17,1.5,4.05658180760213E-14,4.05658180760213E-14,44.9787239196469,46.0903705451176,-1.11164662547071,0.444948576838678,ESO-141-55
2E 935,PKS 0403-13,FOS,0.5705,Sul,-701.286883341517,89.4293219388578,61.3916991666667,-13.1371569444444,J04055-1308,,,,,1.16920530487701E-15,21.1071382885753,1,0.65,560.0,9.12,,,BASS-DR2 (Koss+2022),2.0,-0.16,BASS-DR2 (Koss+2022),,47.14,BASS-DR2 (Koss+2022),,,,,7.50559013494454E-16,7.98E-16,45.8764663919128,47.2203705451176,-1.34390415320477,0.325265251726507,J04055-1308
2MASS J00481898+3941116,1RXSÂ J004819.6+394110,HSLA,0.135,"Borisov, Voikhanskaya & Fabrika 1991",128.443090585211,48.5469495403264,12.0791,39.6866,,,,,,8.12781615410735E-15,52.5159962010099,1,,,,,,,,,,,,,,,,,5.44361676245301E-15,5.44361676245301E-15,45.2823491603706,,,0.479719211898922,QSO0045+3926
2MASS J10053274-2417161,1RXSÂ J100532.6-241708,HSLA,0.154,https://arxiv.org/pdf/1710.10703.pdf,1299.95869582056,40.9079549852482,151.386,-24.2878,,,,,,1.28171352705898E-15,7.96660294702529,0,,,,,,,-1.0,,,-1.0,,,,,,,7.76689330716718E-16,7.76689330716718E-16,44.5709250100616,,,0.623083708267276,2MASX-J10053271-2417161
3C 057,PKS 0159-11,FOS,0.6713,Sul,1231.16787567441,8.13092121915716,30.48825,-11.5426388888889,J02019-1132,,,,,5.28084595451543E-15,41.7354180851906,1,2.64,-1531.0,8.01,0.47,0.47,Kelly&Bechtold2007,2.0,,,,,,KB07 has L_1549,,,,2.62029132765387E-15,2.62029132765387E-15,46.5555898763228,46.1103705451176,0.445219331205216,0.852867624803042,3C057
3C 095,PKS 0349-14,FOS,0.616,Sul,-217.001832872948,27.6488395821482,57.8690833333333,-14.4856111111111,J03514-1429,,,,,6.83372601675887E-15,14.1902562071281,1,3.94,-78.0,8.92,0.43,0.43,Kelly&Bechtold2008,2.0,,,,,,,,,,3.59814007578841E-15,3.59814007578841E-15,46.6017432587587,47.0203705451176,-0.41862728635882,0.540794296281686,3C095
3C 110,PKS 0414-06,FOS,0.7744,Sul,-701.286883341517,61.731114328287,64.3199166666667,-5.896,J04172-0553,,,,,3.17898631257013E-15,23.919197052379,1,2.02,983.0,9.04,0.45,0.45,Kelly&Bechtold2009,2.0,,,,,,,,,,1.81137690150542E-15,1.81137690150542E-15,46.5473457162228,47.1403705451176,-0.593024828894762,0.421164973065394,3C110
3C 207,PKS 0838+13,FOS,0.6804,Sul,-78.7812685546023,78.2315035822786,130.198285,13.2065455555556,J08407+1312,084047.58+131223.5,2426.0,53795.0,625.0,4.76653335593803E-16,6.54009034127085,1,0.35,425.0,8.06,0.43,0.43,Kelly&Bechtold2010,2.0,,,,46.59,Daly2019,1.5,,,,3.53051187093891E-16,4.052E-16,45.769625153897,46.1603705451176,-0.390745391220555,0.361136467404051,3C207
3C 215,PKS 0903+16,FOS,0.4113,Sul,-9.68066706248958,154.115589834112,136.63275,16.7699722222222,J09065+1646,,,,,6.33539202907991E-16,13.0118545063836,1,0.15,28.0,8.35,,,Shields+2003,2.0,,,,46.13,Daly2019,1.5,46.41,Daly2019,1.5,4.04162957082548E-16,4.04162957082548E-16,45.2491935875947,46.4503705451176,-1.20117695752292,0.185856663525229,3C215
3C 232,FBQS J0958+3224,FOS,0.5298,Sul,-839.797867671753,26.4173745449514,149.58729,32.4006138888889,J09583+3224,095820.94+322402.2,10450.0,58142.0,541.0,2.79124695131023E-15,12.8512171117514,1,43.4,969.0,7.48,0.43,0.43,Kelly&Bechtold2010,2.0,,,,,,,,,,1.84432570519403E-15,1.84432570519403E-15,46.1589417600771,45.5803705451176,0.578571214959553,0.507637762166239,3C232
3C 249.1,PG 1100+772,FOS,0.3116,Sul,128.443090585211,85.4244868368187,166.057823888889,76.982825,J11042+7658,,,,,6.44148487761306E-15,9.55555311244533,1,1.32,3.0,8.44,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,3.60037547660222E-15,3.60037547660222E-15,45.9081141720076,46.5403705451176,-0.632256373109918,0.338802773911036,PG1100+772
3C 254,2E 2426,FOS,0.7367,Sul,-147.881870046715,126.637237156196,168.661308333333,40.6223025,J11146+4037,111438.71+403720.3,1439.0,53003.0,114.0,6.29974148256863E-16,17.756271857136,1,0.28,166.0,9.82,,,Woo&Urry2002,2.0,,,,47.25,Daly2019,1.5,47.41,Daly2019,1.5,4.31376157277776E-16,4.31376157277776E-16,45.8798572934245,47.9203705451176,-2.04051325169308,0.236381013358067,3C254
3C 263,PG 1137+660,FOS,0.6465,Sul,266.508764230596,55.5928561622798,174.987601388889,65.7970883333333,J11399+6547,,,,,5.12346655293758E-15,10.6200119706119,1,1.82,-210.0,7.6,0.43,0.43,Kelly&Bechtold2010,2.0,,,,47.21,Daly2019,1.5,47.25,Daly2019,1.5,2.5894493113534E-15,2.5894493113534E-15,46.511158275804,45.7003705451176,0.81078773068645,0.457059441249996,3C263
3C 273,PKS 1226+02,FOS,0.1583,Sul,749.225546634994,13.6255963556411,187.277896388889,2.05240638888889,J12291+0203,,,,,1.22798403986844E-13,18.1469758651104,1,29.17,-552.0,8.838866957,0.07704979185,0.1130119206,Bentz & Katz 2015,1.0,0.3,BASS-DR2 (Koss+2022),,47.31,BASS-DR2 (Koss+2022),,,,,7.81706820203458E-14,7.81706820203458E-14,46.5733773569893,46.9392375021176,-0.365860145128266,0.752582578326048,3C273
3C 277.1,2E 2879,FOS,0.32,Sul,-147.881870046715,90.8834486155793,193.109810833333,56.5721305555555,J12524+5634,125226.35+563419.6,1317.0,52765.0,20.0,1.64025134224291E-15,17.6801512689453,1,0.29,20.0,8.42,,,Woo&Urry2002,2.0,,,,,,,,,,9.60014099092425E-16,9.60014099092425E-16,45.3679764600868,46.5203705451176,-1.15239408503078,0.32221877288308,SBS1250+568
3C 281,PKS 1305+06,FOS,0.599,Sul,59.3812117613829,75.748466061995,196.974725,6.703885,J13079+0642,130753.92+064213.9,1795.0,54507.0,239.0,1.02714017728016E-15,7.92040932897265,1,0.52,140.0,9.336638284,0.02973436854,0.02973436854,Shen+07,2.0,-1.008482217,Shen+07,2.0,46.42852661,Shen+07,2,,,,5.97911263176447E-16,5.97911263176447E-16,45.8033790244024,47.4370088291176,-1.63362980471516,0.369761006101642,3C281
3C 323.1,PG 1545+210,FOS,0.2659,Sul,-9.68066706248958,144.21688106093,236.931406666667,20.8712808333333,J15477+2052,154743.53+205216.6,2168.0,53886.0,484.0,5.17862991355482E-15,5.60255798707312,1,0.99,-78.0,8.88,,,BASS-DR2 (Koss+2022),2.0,-0.95,BASS-DR2 (Koss+2022),,46.11,BASS-DR2 (Koss+2022),,,,,2.76800412799703E-15,2.76800412799703E-15,45.6391339567086,46.9803705451176,-1.34123658840899,0.20301992461494,PG1545+210
3C 334,PKSÂ 1618+177,FOS,0.5556,Sul,266.508764230596,65.0974483815445,245.090910555556,17.6066530555556,J16203+1736,162021.81+173623.9,2969.0,54586.0,180.0,3.32543260951777E-15,13.7550480048164,1,1.31,-67.0,8.22,0.43,0.43,Kelly&Bechtold2010,2.0,,,,47.81,Daly2019,1.5,46.91,Daly2019,1.5,1.70392133300939E-15,1.70392133300939E-15,46.1741696416817,46.3203705451176,-0.146200903435876,0.409386685142564,3C334
3C 336,PKS 1622+23,FOS,0.927,Sul,-147.881870046715,88.011089960085,246.162853055556,23.7533841666667,J16246+2345,162439.08+234512.1,1574.0,53476.0,44.0,3.91714599371839E-16,20.9140562383218,1,0.42,638.0,9.25,0.05,0.05,Rakshit+2020 (MgII),2.5,,,,47.31,Daly2019,1.5,47.0,Daly2019,1.5,2.78522497479476E-16,2.78522497479476E-16,45.9347684722505,47.3503705451176,-1.41560207286707,0.330521500435238,3C336
3C 345,PKS 1641+399,FOS,0.5931,Sul,-9.68066706248958,138.92709611888,250.745041388889,39.8102761111111,J16429+3948,164258.80+394837.0,6038.0,56090.0,144.0,3.34286039517219E-16,2.94770339487898,1,0.55,250.0,8.01,0.32,0.43,Kelly&Bechtold2010,2.0,,,,47.32,BASS-DR2 (Koss+2022),,,,,2.168479020167E-16,2.532E-16,45.4248009141265,46.1103705451176,-0.685569630991111,0.212695713054265,3C345
3C 351.0,PG 1704+60,STIS,0.372,Sul,-562.833983013642,22.9776434673622,256.172371666667,60.7418138888889,J17046+6044,170441.38+604430.5,353.0,51703.0,377.0,7.02334860615454E-15,7.25949271563712,0,2.0,-200.0,7.37,0.44,0.44,Kelly&Bechtold2007,2.0,,,,,,,,,,3.84041478204732E-15,3.84041478204732E-15,46.1127688715066,45.4703705451176,0.642398326389049,0.539756811049347,SBS1704+608
3C 390,3C 390.3,FOS,0.0555,Sul,887.000800268488,251.046161944175,280.537458055556,79.7714244444444,J18421+7946,,,,,3.96389570608438E-15,9.07064617829736,1,0.59,-1285.0,8.710650375,0.03251363974,0.03618712696,Bentz & Katz 2015,1.0,-1.1,BASS-DR2 (Koss+2022),,46.64,Daly2019,1.5,45.24,Daly2019,1.5,8.71454703510796E-16,8.71454703510796E-16,43.689122387287,46.8110209201176,-3.1218985328306,0.0614230206248206,3C390
3C 454,PKS 2251+158,FOS,0.8586,Sul,197.485608074964,28.085995366085,343.490616666667,16.1482113888889,J22539+1608,,,,,1.45157334874811E-15,19.8852025721608,1,1.6,-295.0,9.17,,,Woo&Urry2002 (name typo 2251+158 --> 185?),2.0,,,,48.5,BASS-DR2 (Koss+2022),,,,,8.89997082145362E-16,8.89997082145362E-16,46.3516344089333,47.2703705451176,-0.918736136184229,0.574273084590041,3C454
4C -01.61,PG 2349-014,FOS,0.174,Sul,955.869065751115,191.700797877747,357.983833888889,-1.15367972222222,J23519-0109,235156.12-010913.3,9208.0,57688.0,698.0,3.1573488192806E-15,4.14664345119443,1,0.38,-1166.0,8.7,,,BASS-DR2 (Koss+2022),2.0,-0.88,BASS-DR2 (Koss+2022),,45.99,BASS-DR2 (Koss+2022),,,,,1.66818558193205E-15,1.66818558193205E-15,45.0137564760136,46.8003705451176,-1.78661406910393,0.131341855489033,J23519-0109
4C -03.79,PB 7136,FOS,0.901,Sul,-217.001832872948,59.1031710892528,334.716823888889,-3.5935775,J22188-0335,,,,,1.20559954462252E-15,9.97460078887883,1,0.95,1198.0,9.24,,,Woo&Urry2002,2.0,,,,,,,,,,6.48849418628101E-16,6.48849418628101E-16,46.2671412141544,47.3403705451176,-1.07322933096314,0.430235344152928,J22188-0335
4C 01.04,PG 0137+012,FOS,0.26,Sul,-1047.68051217183,327.476840346093,24.9888416666667,1.52949166666667,J01399+0131,,,,,5.58846064476876E-16,3.75336347884694,1,0.13,1930.0,9.05,,,McLure&Dunlop2001,2.0,,,,,,,,,,3.68318796787972E-16,3.68318796787972E-16,44.7527156014064,47.1503705451176,-2.3976549437112,0.0,UM355
4C 09.72,PG 2308+099,FOS,0.4341,Sul,-217.001832872948,68.528456503156,347.82375,10.1375,J23112+1008,,,,,3.85484419809788E-15,14.4952629003425,1,1.32,-73.0,9.592,0.098,0.126,Vestergaard&Peterson2006,2.0,,,,,,,,,,2.4819463920885E-15,2.4819463920885E-15,46.0819209943736,47.6923705451176,-1.61044955074396,0.395119724361723,J23112+1008
4C 09.74,PG 2344+092,FOS,0.6719,Sul,266.508764230596,47.570288497864,356.653493888889,9.51264305555555,J23466+0930,,,,,2.60072230708931E-15,13.1845636943378,1,1.76,-111.0,9.31,,,Woo&Urry2002,2.0,,,,,,,,,,1.49429475375963E-15,1.49429475375963E-15,46.3158067906359,47.4103705451176,-1.09456375448166,0.493816245661349,J23466+0930
4C 10.06,PKSÂ 0214+10,FOS,0.408,Sul,335.512559052064,51.5472403105823,34.2819805555556,11.0694216666667,J02171+1104,,,,,2.19812104503883E-15,5.5193617224977,1,1.3,-214.0,8.69,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.35666165836701E-15,1.35666165836701E-15,45.7600534724725,46.7903705451176,-1.03031707264508,0.482176335710772,J02171+1104
4C 11.72,PG 2251+113,FOS,0.3256,Sul,266.508764230596,56.1682713168966,343.543443055556,11.6107286111111,J22541+1136,,,,,4.27739731697523E-15,8.53716680773996,1,1.39,-399.0,7.59,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,2.67231155564125E-15,3.767E-15,45.9711731962098,45.6903705451176,0.280802651092266,0.454012798092645,J22541+1136
4C 15.01,PG 0003+158,FOS,0.4504,Sul,59.3812117613829,43.3670671119667,1.49680666666667,16.1636072222222,J00059+1609,,,,,7.2505306651309E-15,16.9967226513061,1,2.53,35.0,8.38,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,4.47093084987444E-15,4.47093084987444E-15,46.371757760427,46.4803705451176,-0.108612784690557,0.495139498604282,PG0003+158
4C 16.30,PKS 1104+167,FOS,0.632,Sul,-78.7812685546023,68.1854225021411,166.8126975,16.4672902777778,J11072+1628,110715.04+162802.2,2491.0,53855.0,252.0,5.5014571279197E-15,14.2468574030209,1,2.23,399.0,8.04,0.45,0.45,Kelly&Bechtold2007,2.0,,,,,,,,,,2.96610129305045E-15,2.96610129305045E-15,46.5456842256358,46.1403705451176,0.405313680518226,0.396707326012524,J11072+1628
4C 19.44,PG 1354+19,FOS,0.7197,Sul,-78.7812685546023,64.0203046791905,209.2684875,19.3186997222222,J13570+1919,135704.43+191907.3,2756.0,54508.0,579.0,2.70176292785966E-15,10.8288044679567,1,1.66,401.0,9.44,,,Woo&Urry2002,2.0,,,,,,,,,,1.61322746786466E-15,1.61322746786466E-15,46.4206702977078,47.5403705451176,-1.11970024740974,0.413012424047771,J13570+1919
4C 31.63,PG 2201+315,FOS,0.2952,Sul,197.485608074964,15.3740263738799,330.812398611111,31.7606319444444,J22032+3145,,,,,1.18068270115325E-14,13.342888754358,1,4.9,-180.0,8.52,,,BASS-DR2 (Koss+2022),2.0,-0.26,BASS-DR2 (Koss+2022),,46.44,BASS-DR2 (Koss+2022),,,,,5.59170553037139E-15,5.59170553037139E-15,46.0432977708045,46.6203705451176,-0.577072774313081,0.678633370517885,J22032+3145
4C 37.43,PG 1512+37,FOS,0.371,Sul,680.318558484126,73.9786492138134,228.679454166667,36.8473366666667,J15147+3650,151443.06+365050.4,10743.0,58222.0,410.0,6.25136341287608E-15,10.1608208842011,1,1.56,-622.0,9.373,0.085,0.106,Vestergaard&Peterson2006,2.0,,,,,,,,,,3.41627080798809E-15,3.41627080798809E-15,46.0599009971746,47.4733705451176,-1.41346954794301,0.377141208370227,J15147+3650
4C 39.25,1ES 0923+39.2,FOS,0.6953,Sul,-978.366936004349,39.4602513155309,141.762558055556,39.0391255555556,J09270+3902,092703.01+390220.8,8832.0,57445.0,384.0,1.90277140887336E-15,25.5715285917166,1,1.13,1240.0,9.28,,,Woo&Urry2002,2.0,,,,,,,,,,1.40573343723692E-15,1.40573343723692E-15,46.3254778750247,47.3803705451176,-1.05489267009283,0.464731222055518,J09270+3902
4C 49.22,PKS 1150+497,FOS,0.3336,Sul,-493.636574850928,133.052991519195,178.351944444444,49.5191194444444,J11534+4931,115324.46+493108.7,6677.0,56385.0,646.0,2.0419170410518E-15,9.21914613088384,1,0.55,536.0,8.38,,,BASS-DR2 (Koss+2022),2.0,-0.02,BASS-DR2 (Koss+2022),,46.53,BASS-DR2 (Koss+2022),,,,,1.34221213232603E-15,1.34221213232603E-15,45.5530545831693,46.4803705451176,-0.92731596194831,0.222886399326281,SBS1150+497
4C 61.20,FBS 1049+617,FOS,0.4207,Sul,-424.458528022291,38.2518028227712,163.136450833333,61.4225119444444,J10525+6125,105232.74+612520.9,7096.0,56683.0,930.0,3.97557969010339E-15,9.03190368183584,1,1.17,179.0,9.1,0.09,0.09,Brotherton+2015,2.0,,,,,,,,,,2.05130497811605E-15,2.05130497811605E-15,45.9683579848704,47.2003705451176,-1.23201256024714,0.485991156407166,J10525+6125
4C 63.15,SDSS J115839.90+625428.0,FOS,0.5924,Sul,-217.001832872948,32.1651292460715,179.666293333333,62.9077425,J11586+6254,115839.90+625427.9,777.0,52320.0,588.0,3.01789207730844E-15,14.1668341091491,1,4.46,-620.0,7.45,0.51,0.51,Kelly&Bechtold2007,2.0,,,,,,,,,,1.65113291637935E-15,1.65113291637935E-15,46.2272240009828,45.5503705451176,0.676853455865185,0.52018935584621,J11586+6254
4C 73.18,PG 1928+738,FOS,0.3021,Sul,59.3812117613829,74.6169437936193,291.952063333333,73.9671027777778,J19278+7358,,,,,4.03571628279872E-15,17.336429238861,1,2.11,209.0,8.34,,,BASS-DR2 (Koss+2022),2.0,-0.07,BASS-DR2 (Koss+2022),,46.45,BASS-DR2 (Koss+2022),,,,,2.22917882702481E-15,3.2E-15,45.8269161230875,46.4403705451176,-0.613454422030017,0.373665647999556,J19278+7358
6C 134441+623604,SDSS J134617.54+622045.7,HSLA,0.11674,DR16,197.485608074964,667.944368214038,206.573,62.3459,,134617.54+622045.5,604.0,52079.0,90.0,1.17629747479447E-16,0.309823344628847,0,,,8.6,0.03,0.03,Rakshit+2020,2.0,,,,,,,,,,8.65958388259777E-17,8.65958388259777E-17,43.3728210596894,46.7003705451176,-3.32754948542816,0.0,NEWQZ003
7C 1156+2123,2MASS J11592621+2106558,FOS,0.349,Sul,749.225546634994,77.9697859428073,179.8591875,21.1154966666667,J11594+2106,115926.20+210655.8,2643.0,54208.0,296.0,2.42475258861449E-15,10.8074080870932,1,0.6,-614.0,8.69,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.33754269966521E-15,1.33754269966521E-15,45.5966521385007,46.7903705451176,-1.19371840661686,0.363689502491149,J11594+2106
7C 1821+6419,1ES 1821+64.3,FOS,0.2972,Sul,-78.7812685546023,50.6413541341199,275.488485555556,64.3433961111111,J18219+6420,,,,,3.11325593508513E-14,21.6548038263275,1,7.81,457.0,9.23,,,BASS-DR2 (Koss+2022),2.0,-0.81,BASS-DR2 (Koss+2022),,46.59,BASS-DR2 (Koss+2022),,,,,1.90627594249823E-14,1.90627594249823E-14,46.5756311874763,47.3303705451176,-0.754739357641235,0.460966266041944,J18219+6420
